상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
임면옥,음식,한식,냉면/밀면,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 338,127.08103,37.55949619
에이밀,음식,비알코올 ,카페,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 180,127.0781462,37.55653629
미래푸드,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 긴고랑로36길 39,127.0904693,37.55766807
옛사랑,음식,주점,요리 주점,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 답십리로 376,127.082095,37.57139832
우리할매,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 72,127.0797676,37.53513094
더블루,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로24길 102,127.0704579,37.54222139
어울림,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로1나길 10,127.1019999,37.54846649
숙성회&손두부화양동,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로12길 19,127.0675389,37.54672165
어번던트,음식,비알코올 ,카페,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로111길 20,127.082507,37.55719198
라운지,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 71,127.0681924,37.54150072
일팔공일오,음식,기타 간이,빵/도넛,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로28길 4,127.0647067,37.53609388
수수授受,음식,비알코올 ,카페,서울특별시,광진구,능동,능동,서울특별시 광진구 능동로36길 186,127.0882698,37.55239798
바다킹수산,음식,한식,횟집,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로62길 3,127.0934983,37.53933693
공백,음식,비알코올 ,카페,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 자양번영로3길 37,127.0730395,37.53204177
봄희,음식,비알코올 ,카페,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 면목로16길 4,127.0833083,37.5693894
라이트잇,음식,서양식,경양식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 광나루로37길 12,127.0877778,37.54541103
달리는커피,음식,비알코올 ,카페,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로 78,127.1056204,37.54760192
넬솜커피,음식,비알코올 ,카페,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 답십리로 398,127.0846581,37.57102176
소도,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로37가길 4,127.0873748,37.54783174
먹오삼,음식,한식,백반/한정식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 구의로 8,127.089365,37.53865637
단오방뚝배기떡볶이광장점,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로 502,127.0972195,37.54134776
일품양평해장국,음식,한식,국/탕/찌개류,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 70,127.0708484,37.54905443
명동홍두깨칼국수,음식,한식,국수/칼국수,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로11길 11,127.0812815,37.56390428
아우네우리돼지생고기전문,음식,한식,돼지고기 구이/찜,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 자양번영로 15,127.0748059,37.53101941
군자점굽네치킨,음식,기타 간이,치킨,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 168,127.0774429,37.55574688
과일에반하다;프루타,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 31,127.0660334,37.54222252
차고집냉면,음식,한식,냉면/밀면,서울특별시,광진구,화양동,화양동,서울특별시 광진구 광나루로 410,127.0750326,37.54655533
화양슈퍼,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 50,127.0669565,37.5416982
본죽앤비빔밥,음식,한식,백반/한정식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로 113,127.0829585,37.53789496
성수계,음식,한식,횟집,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로 209,127.0669593,37.54147296
피크닉데이,음식,서양식,경양식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로13길 101,127.0680829,37.54575281
고향반점,음식,중식,중국집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로18길 101,127.0683432,37.53847437
고망고건대,음식,비알코올 ,카페,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 아차산로30길 8,127.0675951,37.54039672
동민수산시마스시건대,음식,일식,일식 회/초밥,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 능동로 90,127.070902,37.53835036
노랑통닭,음식,기타 간이,치킨,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로29길 42,127.0690166,37.54256145
향수,음식,한식,백반/한정식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로 166,127.0669709,37.54689738
추억의수제돈까스,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 동일로52길 39,127.073356,37.55401189
맘스터치중곡역점,음식,기타 간이,버거,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로 409-1,127.0839422,37.56569101
라비타37,음식,비알코올 ,카페,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 203,127.0855451,37.5456821
포계촌닭한마리,음식,한식,닭/오리고기 구이/찜,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 능동로 380,127.0829554,37.56308833
다호,음식,주점,생맥주 전문,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 면목로 82,127.0787709,37.56095631
맛나국수,음식,한식,국수/칼국수,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 긴고랑로 92,127.0855929,37.56029751
천미식당,음식,중식,중국집,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 능동로 19,127.0672214,37.53314931
노떼,음식,서양식,경양식,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 천호대로111길 44,127.0830378,37.55821429
오투스페이스강변점,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 85,127.0956807,37.53571341
조현우국밥,음식,한식,국/탕/찌개류,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로13길 60,127.0812976,37.53400753
만수식당,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로 244,127.0890006,37.54815066
백남옥손만두,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양로15길 3,127.0833443,37.5359607
시도,음식,비알코올 ,카페,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로40길 15-6,127.0901991,37.54824099
쉬리,음식,주점,일반 유흥 주점,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 광나루로 529,127.0884488,37.54513688
이디야커피건대역점,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로 229,127.0689935,37.54077718
짜장&탕수육,음식,중식,중국집,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 뚝섬로55길 39,127.0814357,37.53289129
오마이슈,음식,기타 간이,빵/도넛,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 아차산로42길 53,127.0787388,37.53505985
맛좋은집,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 천호대로143길 8-8,127.1033781,37.54583688
연스시,음식,일식,일식 회/초밥,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로 438,127.0912939,37.53822972
날일달월,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로78길 7,127.1092767,37.55036876
비타민,음식,주점,일반 유흥 주점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 광나루로 341,127.0679016,37.54849959
영플레이스,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 81,127.0687703,37.54143319
청국장과보리밥,음식,한식,백반/한정식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로 431,127.0901686,37.53864455
커피데이즈,음식,비알코올 ,카페,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로 571,127.1036678,37.54527141
강희자얼큰손만두국,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 능동로49길 16,127.0824614,37.56460726
맛나통닭,음식,기타 간이,치킨,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 뚝섬로30길 22,127.0664051,37.53509814
동방에프앤비,음식,중식,중국집,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 105,127.0698514,37.54094613
수제튀김,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 긴고랑로11길 30,127.0820773,37.5645412
혜리;여수돌산갓김치,음식,한식,백반/한정식,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로52길 104,127.0903997,37.53917795
코바코,음식,일식,일식 회/초밥,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 강변역로4길 10,127.0933882,37.53534442
서울낙업,음식,일식,일식 회/초밥,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로22길 117-23,127.0708277,37.54160258
공대오빠,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로19길 27,127.0722983,37.54711956
코지카커피,음식,비알코올 ,카페,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 자양번영로4길 42-22,127.0771921,37.53019109
보원당,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,화양동,화양동,서울특별시 광진구 동일로26길 62,127.0691176,37.54444544
다올F&B,음식,한식,백반/한정식,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로 75,127.1054253,37.54782571
청학동냉면,음식,한식,냉면/밀면,서울특별시,광진구,광장동,광장동,서울특별시 광진구 광장로 51,127.1027965,37.547157
포메인구의,음식,동남아시아,베트남식 전문,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 아차산로 477,127.0946696,37.54072453
김밥,음식,기타 간이,김밥/만두/분식,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 용마산로22길 20,127.0880323,37.56353313
마포갈비,음식,한식,돼지고기 구이/찜,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자로 149,127.0756557,37.55475076
호텔케이월드,음식,기타 간이,피자,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 동일로 90,127.0633833,37.54057964
위드미건대입구역점,음식,비알코올 ,카페,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로 243,127.0691565,37.54040904
강명수아저씨네,음식,한식,백반/한정식,서울특별시,광진구,구의2동,구의동,서울특별시 광진구 자양로41길 7,127.0898527,37.54973407
공간식당,음식,주점,요리 주점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 아차산로31길 20-3,127.0698513,37.5418652
토정순대국,음식,한식,국/탕/찌개류,서울특별시,광진구,구의3동,구의동,서울특별시 광진구 광나루로56길 29,127.0965143,37.53695423
